2	QUANTITY
teaspoons	UNIT
honey	NAME
	
1	QUANTITY
pinch	UNIT
salt	NAME
,	O
or	O
to	O
taste	O
	
3	QUANTITY
tablespoons	UNIT
finely	O
chopped	STATE
fresh	DF
ginger	NAME
root	NAME
	
2	QUANTITY
teaspoons	UNIT
curry	NAME
powder	NAME
	
1/2	QUANTITY
pound	UNIT
fresh	DF
medium	SIZE
shrimp	NAME
,	O
peeled	STATE
and	O
deveined	STATE
	
3	QUANTITY
green	NAME
onions	NAME
,	O
chopped	STATE
	
1 1/2	QUANTITY
teaspoons	UNIT
red	NAME
pepper	NAME
flakes	NAME
	
1/4	QUANTITY
cup	UNIT
olive	NAME
oil	NAME
	
1	QUANTITY
teaspoon	UNIT
salt	NAME
	
6	QUANTITY
skinless	STATE
,	O
boneless	STATE
chicken	NAME
breast	NAME
halves	NAME
,	O
or	O
more	O
to	O
taste	O
	
1	QUANTITY
tablespoon	UNIT
white	NAME
wine	NAME
	
8	QUANTITY
ounces	UNIT
sliced	STATE
Swiss	NAME
cheese	NAME
	
2	QUANTITY
cups	UNIT
queijo	NAME
coalho	NAME
cheese	NAME
curds	NAME
	
1	QUANTITY
egg	NAME
yolk	NAME
	
1/2	QUANTITY
cup	UNIT
whole	UNIT
or	O
2	STATE
%	STATE
milk	NAME
	
3	QUANTITY
ounces	UNIT
Cheddar	NAME
cheese	NAME
,	O
sliced	STATE
	
1	QUANTITY
teaspoon	UNIT
white	NAME
sugar	NAME
	
1/2	QUANTITY
cup	UNIT
chopped	STATE
pecans	STATE
	
1/2	QUANTITY
cup	UNIT
half-and-half	NAME
	
1/2	QUANTITY
red	NAME
onion	NAME
,	O
finely	O
chopped	STATE
	
2	QUANTITY
teaspoons	UNIT
chopped	STATE
garlic	NAME
	
1	QUANTITY
teaspoon	UNIT
vanilla	NAME
extract	NAME
	
1/2	QUANTITY
cup	UNIT
strong	STATE
brewed	STATE
coffee	NAME
	
lemon	NAME
,	O
juiced	STATE
	
1	QUANTITY
teaspoon	UNIT
ground	STATE
fenugreek	NAME
	
1 1/2	QUANTITY
pounds	UNIT
lean	STATE
ground	STATE
beef	NAME
	
6	QUANTITY
ounces	UNIT
artichoke	NAME
hearts	NAME
,	O
drained	STATE
and	O
halved	UNIT
	
2	QUANTITY
limes	NAME
	
2	QUANTITY
tablespoons	UNIT
turbinado	NAME
sugar	NAME
	
1	QUANTITY
teaspoon	UNIT
minced	STATE
garlic	NAME
	
1 1/2	QUANTITY
tablespoons	UNIT
arrowroot	NAME
powder	NAME
,	O
or	O
as	O
desired	O
	
salt	NAME
and	O
ground	STATE
black	NAME
pepper	NAME
to	O
taste	O
	
1	QUANTITY
tablespoon	UNIT
cooking	O
oil	NAME
	
3/4	QUANTITY
teaspoon	UNIT
crushed	STATE
beef	NAME
bouillon	NAME
cube	NAME
	
1	QUANTITY
red	NAME
bell	NAME
pepper	NAME
,	O
finely	O
chopped	STATE
	
2	QUANTITY
tablespoons	UNIT
olive	NAME
oil	NAME
	
2	QUANTITY
cups	UNIT
prune	NAME
juice	NAME
or	O
water	NAME
	
1	QUANTITY
tablespoon	UNIT
chili	NAME
powder	NAME
	
1	QUANTITY
tablespoon	UNIT
ground	STATE
black	NAME
pepper	NAME
	
1/3	QUANTITY
cup	UNIT
freshly	DF
squeezed	STATE
lime	NAME
juice	NAME
	
1/4	QUANTITY
teaspoon	UNIT
ground	STATE
black	NAME
pepper	NAME
	
4	QUANTITY
cloves	UNIT
garlic	NAME
,	O
minced	STATE
	
1	QUANTITY
cup	UNIT
chopped	STATE
green	NAME
onion	NAME
	
9	QUANTITY
eggs	NAME
	
1/2	QUANTITY
teaspoon	UNIT
chili	NAME
oil	NAME
-LRB-	O
optional	O
-RRB-	O
	
2	QUANTITY
egg	NAME
yolks	NAME
	
1	QUANTITY
teaspoon	UNIT
ground	STATE
turmeric	NAME
	
1	QUANTITY
-LRB-	O
8	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
dry	DF
pancit	NAME
-LRB-	O
Canton	O
-RRB-	O
noodles	NAME
	
1	QUANTITY
teaspoon	UNIT
dried	DF
oregano	NAME
	
3/4	QUANTITY
cup	UNIT
shredded	STATE
Parmesan	NAME
cheese	NAME
	
3	QUANTITY
tablespoons	UNIT
paprika	NAME
	
3/4	QUANTITY
cup	UNIT
butter	NAME
	
1 1/2	QUANTITY
teaspoons	UNIT
almond	NAME
extract	NAME
	
1	QUANTITY
tablespoon	UNIT
anise	NAME
	
1/4	QUANTITY
teaspoon	UNIT
garlic	NAME
salt	NAME
	
2	QUANTITY
teaspoons	UNIT
minced	STATE
fresh	DF
ginger	NAME
root	NAME
	
1/4	QUANTITY
cup	UNIT
low-sodium	STATE
soy	NAME
sauce	NAME
	
1	QUANTITY
tablespoon	UNIT
crushed	STATE
peanuts	NAME
	
onion	NAME
powder	NAME
	
1	QUANTITY
cup	UNIT
shredded	STATE
Cheddar	NAME
cheese	NAME
	
3	QUANTITY
tablespoons	UNIT
dried	DF
minced	STATE
onion	NAME
	
1	QUANTITY
cup	UNIT
salsa	NAME
verde	NAME
	
1	QUANTITY
pound	UNIT
bacon	NAME
	
3	QUANTITY
pounds	UNIT
Italian	NAME
prune	NAME
plums	NAME
	
2	QUANTITY
cinnamon	NAME
sticks	NAME
	
2	QUANTITY
eggs	NAME
,	O
beaten	STATE
	
1	QUANTITY
tablespoon	UNIT
white	NAME
vinegar	NAME
	
1	QUANTITY
cup	UNIT
all-purpose	NAME
flour	NAME
	
2	QUANTITY
teaspoons	UNIT
garlic	NAME
powder	NAME
	
1/2	QUANTITY
English	NAME
cucumber	NAME
,	O
diced	STATE
	
2	QUANTITY
tablespoons	UNIT
caraway	NAME
seeds	NAME
	
2	QUANTITY
-LRB-	O
15	QUANTITY
ounce	UNIT
-RRB-	O
cans	UNIT
garbanzo	NAME
beans	NAME
,	O
drained	STATE
	
1	QUANTITY
-LRB-	O
8	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
sliced	STATE
mushrooms	NAME
,	O
drained	STATE
	
3	QUANTITY
ribs	NAME
celery	NAME
,	O
diced	STATE
	
2	QUANTITY
teaspoons	UNIT
Italian	NAME
seasoning	NAME
	
1/3	QUANTITY
cup	UNIT
pine	NAME
nuts	NAME
	
2	QUANTITY
cloves	UNIT
garlic	NAME
,	O
minced	STATE
	
3	QUANTITY
tablespoons	UNIT
all-purpose	NAME
flour	NAME
	
1	QUANTITY
-LRB-	O
12	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
fresh	DF
cranberries	NAME
	
3	QUANTITY
tablespoons	UNIT
vegetable	NAME
oil	NAME
	
3	QUANTITY
eggs	NAME
	
2	QUANTITY
cups	UNIT
apple	NAME
juice	NAME
	
1	QUANTITY
tablespoon	UNIT
chopped	STATE
fresh	DF
garlic	NAME
	
2	QUANTITY
teaspoons	UNIT
ground	STATE
cayenne	NAME
pepper	NAME
	
1	QUANTITY
tablespoon	UNIT
ginger-garlic	NAME
paste	NAME
	
2	QUANTITY
cups	UNIT
boiling	STATE
water	NAME
	
4	QUANTITY
roma	NAME
-LRB-	O
plum	O
-RRB-	O
tomatoes	NAME
,	O
seeded	STATE
and	O
diced	STATE
	
1	QUANTITY
avocado	NAME
-	O
peeled	STATE
,	O
pitted	STATE
,	O
and	O
diced	STATE
	
2 1/2	QUANTITY
tablespoons	UNIT
water	NAME
	
3	QUANTITY
tablespoons	UNIT
cornstarch	NAME
	
1/2	QUANTITY
cup	UNIT
Basmati	NAME
rice	NAME
	
vegetable	NAME
oil	NAME
	
2	QUANTITY
teaspoons	UNIT
chopped	STATE
fresh	DF
ginger	NAME
	
1 1/2	QUANTITY
cups	UNIT
sliced	STATE
fresh	DF
mushrooms	NAME
	
1	QUANTITY
teaspoon	UNIT
mustard	NAME
seed	NAME
	
1	QUANTITY
pinch	UNIT
ground	STATE
black	NAME
pepper	NAME
	
1	QUANTITY
cup	UNIT
white	NAME
sugar	NAME
	
2	QUANTITY
teaspoons	UNIT
vanilla	NAME
extract	NAME
	
3	QUANTITY
tablespoons	UNIT
distilled	STATE
white	NAME
vinegar	NAME
	
1	QUANTITY
teaspoon	UNIT
shrimp	NAME
paste	NAME
	
1	QUANTITY
teaspoon	UNIT
mustard	NAME
seeds	NAME
	
1 2/3	QUANTITY
cups	UNIT
jasmine	NAME
rice	NAME
	
1	QUANTITY
-LRB-	O
8	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
shredded	STATE
queso	NAME
quesadilla	NAME
-LRB-	O
white	O
Mexican	O
cheese	O
-RRB-	O
	
2	QUANTITY
cups	UNIT
white	NAME
sugar	NAME
	
1 1/2	QUANTITY
large	SIZE
onions	NAME
,	O
finely	O
chopped	STATE
	
2	QUANTITY
cups	UNIT
chopped	STATE
kale	NAME
	
1/2	QUANTITY
cup	UNIT
butter	NAME
,	O
melted	STATE
	
1	QUANTITY
pound	UNIT
chopped	STATE
onions	NAME
	
1	QUANTITY
-LRB-	O
10	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
coconut	NAME
milk	NAME
	
1/2	QUANTITY
teaspoon	UNIT
ground	STATE
cloves	NAME
	
1	QUANTITY
egg	NAME
,	O
beaten	STATE
	
2	QUANTITY
tablespoons	UNIT
white	NAME
sugar	NAME
	
6	QUANTITY
ounces	UNIT
semisweet	STATE
chocolate	NAME
chips	NAME
	
1	QUANTITY
-LRB-	O
14.5	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
chicken	NAME
broth	NAME
	
1	QUANTITY
tablespoon	UNIT
lemon	NAME
juice	NAME
	
7	QUANTITY
cups	UNIT
water	NAME
	
1/4	QUANTITY
cup	UNIT
butter	NAME
,	O
melted	STATE
	
2	QUANTITY
cups	UNIT
milk	NAME
	
1	QUANTITY
-LRB-	O
1	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
dry	DF
onion	NAME
soup	NAME
mix	NAME
	
3	QUANTITY
pounds	UNIT
beef	NAME
rump	NAME
roast	NAME
	
2	QUANTITY
onions	NAME
,	O
thinly	O
sliced	STATE
	
1	QUANTITY
cup	UNIT
mayonnaise	NAME
	
3	QUANTITY
-LRB-	O
11	QUANTITY
ounce	UNIT
-RRB-	O
cans	UNIT
Mexican-style	O
corn	NAME
	
toothpicks	NAME
	
1 1/2	QUANTITY
cups	UNIT
distilled	STATE
white	NAME
vinegar	NAME
	
1	QUANTITY
teaspoon	UNIT
ground	STATE
black	NAME
pepper	NAME
	
1	QUANTITY
teaspoon	UNIT
ground	STATE
cumin	NAME
	
4	QUANTITY
cloves	UNIT
garlic	NAME
,	O
finely	O
chopped	STATE
	
Filling	NAME
	
1	QUANTITY
large	SIZE
sweet	NAME
onion	NAME
,	O
halved	UNIT
	
1/2	QUANTITY
teaspoon	UNIT
ground	STATE
ginger	NAME
	
1/4	QUANTITY
cup	UNIT
white	NAME
sugar	NAME
	
2	QUANTITY
cups	UNIT
chicken	NAME
broth	NAME
	
1	QUANTITY
-LRB-	O
13.5	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
coconut	NAME
milk	NAME
	
1/2	QUANTITY
cup	UNIT
sour	STATE
cream	NAME
	
1	QUANTITY
teaspoon	UNIT
hot	TEMP
pepper	NAME
sauce	NAME
	
1/2	QUANTITY
cup	UNIT
sweetened	STATE
condensed	STATE
milk	NAME
	
3	QUANTITY
teaspoons	UNIT
bread	NAME
machine	NAME
yeast	NAME
	
2	QUANTITY
eggs	NAME
,	O
separated	STATE
	
1/2	QUANTITY
cup	UNIT
dark	NAME
brown	NAME
sugar	NAME
	
1/2	QUANTITY
teaspoon	UNIT
baking	NAME
soda	NAME
	
1/4	QUANTITY
cup	UNIT
clarified	NAME
butter	NAME
	
2	QUANTITY
tablespoons	UNIT
butter	NAME
	
1	QUANTITY
large	SIZE
eggplant	NAME
,	O
cut	STATE
lengthwise	STATE
into	O
1/4-inch	O
slices	O
	
1	QUANTITY
onion	NAME
,	O
chopped	STATE
	
salt	NAME
and	O
pepper	NAME
to	O
taste	O
	
2	QUANTITY
tablespoons	UNIT
confectioners	NAME
'	O
sugar	NAME
	
1/2	QUANTITY
teaspoon	UNIT
vanilla	NAME
extract	NAME
	
1	QUANTITY
cup	UNIT
Parmesan	NAME
cheese	NAME
,	O
grated	STATE
	
3/4	QUANTITY
fluid	UNIT
ounce	UNIT
dark	NAME
rum	NAME
	
1	QUANTITY
tablespoon	UNIT
toasted	STATE
sesame	NAME
seeds	NAME
	
1	QUANTITY
-LRB-	O
14.5	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
peeled	STATE
and	O
diced	STATE
tomatoes	NAME
	
2	QUANTITY
cups	UNIT
coarse	NAME
salt	NAME
	
2	QUANTITY
pounds	UNIT
lean	STATE
ground	STATE
beef	NAME
	
2	QUANTITY
cups	UNIT
chopped	STATE
bell	NAME
peppers	NAME
-LRB-	O
yellow	NAME
,	O
green	O
,	O
red	O
-RRB-	O
	
1	QUANTITY
smoked	STATE
ham	NAME
hock	NAME
	
1 1/4	QUANTITY
cups	UNIT
white	NAME
sugar	NAME
	
1	QUANTITY
tablespoon	UNIT
butter	NAME
	
1	QUANTITY
egg	NAME
	
1	QUANTITY
quart	UNIT
buttermilk	NAME
	
1/2	QUANTITY
cup	UNIT
vegetable	NAME
shortening	NAME
for	O
frying	O
	
2	QUANTITY
tablespoons	UNIT
baking	NAME
powder	NAME
	
2	QUANTITY
heads	NAME
romaine	NAME
lettuce	NAME
,	O
chopped	STATE
	
1	QUANTITY
large	SIZE
tomato	NAME
,	O
diced	STATE
	
1	QUANTITY
teaspoon	UNIT
balsamic	NAME
vinegar	NAME
	
3	QUANTITY
hot	NAME
chile	NAME
peppers	NAME
	
1	QUANTITY
dash	UNIT
vanilla	NAME
extract	NAME
	
2	QUANTITY
tablespoons	UNIT
chopped	STATE
fresh	DF
cilantro	NAME
	
1	QUANTITY
-LRB-	O
8	QUANTITY
ounce	UNIT
-RRB-	O
container	UNIT
sour	STATE
cream	NAME
	
3/8	QUANTITY
ounce	UNIT
dashi-no-moto	NAME
-LRB-	O
broth	O
seasoning	O
-RRB-	O
	
1/4	QUANTITY
cup	UNIT
orange	NAME
liqueur	NAME
	
1 1/2	QUANTITY
tablespoons	UNIT
all-purpose	NAME
flour	NAME
	
1/4	QUANTITY
cup	UNIT
jaggery	NAME
-LRB-	O
palm	O
sugar	O
-RRB-	O
	
6	QUANTITY
hamburger	NAME
buns	NAME
,	O
split	STATE
and	O
toasted	STATE
	
6	QUANTITY
tablespoons	UNIT
Marsala	NAME
wine	NAME
	
1	QUANTITY
-LRB-	O
15	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
cream	NAME
style	NAME
corn	NAME
	
34	QUANTITY
large	SIZE
whole	UNIT
beet	NAME
green	NAME
leaves	NAME
,	O
stems	O
removed	O
	
8	QUANTITY
medium	SIZE
yellow	NAME
squash	NAME
,	O
shredded	STATE
	
1	QUANTITY
-LRB-	O
6	QUANTITY
ounce	UNIT
-RRB-	O
container	UNIT
guacamole	NAME
	
1	QUANTITY
pinch	UNIT
garlic	NAME
powder	NAME
,	O
or	O
to	O
taste	O
	
1	QUANTITY
clove	UNIT
garlic	NAME
	
1	QUANTITY
-LRB-	O
10	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
fresh	DF
spinach	NAME
	
1	QUANTITY
-LRB-	O
16	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
frozen	TEMP
cauliflower	NAME
florets	NAME
	
2	QUANTITY
tablespoons	UNIT
ghee	NAME
-LRB-	O
clarified	O
butter	O
-RRB-	O
	
1	QUANTITY
tablespoon	UNIT
grated	STATE
Manchego	NAME
cheese	NAME
	
1 1/2	QUANTITY
cups	UNIT
white	NAME
sugar	NAME
	
1/2	QUANTITY
-LRB-	O
13.5	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
chopped	STATE
spinach	NAME
	
2	QUANTITY
teaspoons	UNIT
white	NAME
sugar	NAME
	
1/2	QUANTITY
teaspoon	UNIT
lemon	NAME
juice	NAME
	
2	QUANTITY
tablespoons	UNIT
crushed	STATE
garlic	NAME
	
1	QUANTITY
yellow	NAME
bell	NAME
pepper	NAME
,	O
diced	STATE
	
2	QUANTITY
cups	UNIT
shredded	STATE
Gruyere	NAME
cheese	NAME
	
2	QUANTITY
teaspoons	UNIT
minced	STATE
onion	NAME
	
1	QUANTITY
pinch	UNIT
salt	NAME
and	O
freshly	DF
ground	STATE
black	NAME
pepper	NAME
to	O
taste	O
	
1	QUANTITY
-LRB-	O
16	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
orecchiette	NAME
pasta	NAME
	
1	QUANTITY
teaspoon	UNIT
chopped	STATE
fresh	DF
cilantro	NAME
	
1	QUANTITY
teaspoon	UNIT
white	NAME
vinegar	NAME
	
4	QUANTITY
egg	NAME
yolks	NAME
	
3	QUANTITY
tablespoons	UNIT
olive	NAME
oil	NAME
	
salt	NAME
to	O
taste	O
	
5	QUANTITY
whole	UNIT
black	NAME
peppercorns	NAME
	
3	QUANTITY
jalapeno	NAME
peppers	NAME
,	O
seeded	STATE
and	O
diced	STATE
	
1/2	QUANTITY
cup	UNIT
quartered	STATE
yellow	NAME
cherry	NAME
tomatoes	NAME
	
1/4	QUANTITY
cup	UNIT
chopped	STATE
fresh	DF
parsley	NAME
	
1	QUANTITY
cup	UNIT
crunchy	STATE
peanut	NAME
butter	NAME
	
1/4	QUANTITY
teaspoon	UNIT
cayenne	NAME
pepper	NAME
	
1	QUANTITY
tablespoon	UNIT
corn	NAME
flour	NAME
	
2	QUANTITY
teaspoons	UNIT
olive	NAME
oil	NAME
	
1/2	QUANTITY
teaspoon	UNIT
salt	NAME
	
1	QUANTITY
eggs	NAME
,	O
beaten	STATE
	
1/2	QUANTITY
teaspoon	UNIT
ground	STATE
cinnamon	NAME
	
1	QUANTITY
tablespoon	UNIT
dried	DF
oregano	NAME
	
1	QUANTITY
pound	UNIT
dry	DF
pinto	NAME
beans	NAME
	
6	QUANTITY
green	NAME
onions	NAME
,	O
chopped	STATE
	
1	QUANTITY
-LRB-	O
16	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
potato	NAME
gnocchi	NAME
	
1	QUANTITY
large	SIZE
eggplant	NAME
,	O
sliced	STATE
into	O
1/2	O
inch	O
rounds	O
	
1/4	QUANTITY
cup	UNIT
unsweetened	STATE
cocoa	NAME
powder	NAME
	
6	QUANTITY
tablespoons	UNIT
butter	NAME
	
1	QUANTITY
cup	UNIT
queso	NAME
chanco	NAME
-LRB-	O
or	O
Swiss	O
cheese	O
or	O
Havarti	O
-RRB-	O
,	O
cut	O
into	O
1/2-inch	O
cubes	O
	
1/4	QUANTITY
cup	UNIT
grated	STATE
Parmesan	NAME
cheese	NAME
	
1	QUANTITY
cup	UNIT
uncooked	STATE
brown	NAME
rice	NAME
	
2	QUANTITY
tablespoons	UNIT
slivered	STATE
almonds	NAME
,	O
or	O
to	O
taste	O
-LRB-	O
optional	O
-RRB-	O
	
3/4	QUANTITY
cup	UNIT
matzo	NAME
cake	NAME
meal	NAME
	
3	QUANTITY
tablespoons	UNIT
ground	STATE
cinnamon	NAME
	
1/4	QUANTITY
cup	UNIT
baking	NAME
powder	NAME
	
1/2	QUANTITY
cup	UNIT
tahini	NAME
	
2	QUANTITY
teaspoons	UNIT
rosewater	NAME
	
1/4	QUANTITY
cup	UNIT
balsamic	NAME
vinegar	NAME
	
1 1/2	QUANTITY
teaspoons	UNIT
baking	NAME
powder	NAME
	
3	QUANTITY
cups	UNIT
milk	NAME
	
3	QUANTITY
-LRB-	O
4	QUANTITY
ounce	UNIT
-RRB-	O
balls	UNIT
of	O
fresh	DF
mozzarella	NAME
cheese	NAME
,	O
cubed	STATE
	
2	QUANTITY
teaspoons	UNIT
pureed	STATE
chipotle	NAME
peppers	NAME
in	NAME
adobo	NAME
sauce	NAME
	
2	QUANTITY
boneless	STATE
skinless	STATE
chicken	NAME
breasts	NAME
,	O
cut	STATE
into	O
bite-size	O
pieces	O
	
1	QUANTITY
-LRB-	O
6	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
tomato	NAME
paste	NAME
	
10	QUANTITY
-LRB-	O
10	QUANTITY
inch	UNIT
-RRB-	O
flour	NAME
tortillas	NAME
	
1	QUANTITY
-LRB-	O
8	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
baby	NAME
carrots	NAME
	
2	QUANTITY
tomatoes	NAME
-LRB-	O
or	O
to	O
taste	O
-RRB-	O
,	O
sliced	STATE
	
1	QUANTITY
teaspoon	UNIT
cider	NAME
vinegar	NAME
	
1	QUANTITY
-LRB-	O
0.25	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
rapid	NAME
rise	NAME
yeast	NAME
	
1/4	QUANTITY
teaspoon	UNIT
ground	STATE
nutmeg	NAME
	
1	QUANTITY
teaspoon	UNIT
dried	DF
cilantro	NAME
	
1	QUANTITY
small	SIZE
sweet	NAME
onion	NAME
,	O
diced	STATE
	
3/4	QUANTITY
teaspoon	UNIT
strawberry	NAME
extract	NAME
	
2	QUANTITY
cups	UNIT
bread	NAME
crumbs	NAME
	
4	QUANTITY
teaspoons	UNIT
mayonnaise	NAME
,	O
or	O
to	O
taste	O
	
1	QUANTITY
teaspoon	UNIT
ground	STATE
cardamom	NAME
	
2 1/2	QUANTITY
pounds	UNIT
skinless	STATE
,	O
boneless	STATE
chicken	NAME
thighs	NAME
	
1/2	QUANTITY
pound	UNIT
fresh	DF
shiitake	NAME
mushrooms	NAME
,	O
sliced	STATE
	
1/4	QUANTITY
teaspoon	UNIT
garlic	NAME
powder	NAME
	
1	QUANTITY
teaspoon	UNIT
herbes	NAME
de	NAME
Provence	NAME
	
1	QUANTITY
teaspoon	UNIT
garlic	NAME
powder	NAME
	
1	QUANTITY
-LRB-	O
4	QUANTITY
ounce	UNIT
-RRB-	O
package	UNIT
cream	NAME
cheese	NAME
,	O
softened	STATE
	
1 1/2	QUANTITY
cups	UNIT
frozen	TEMP
peas	NAME
,	O
thawed	STATE
	
2	QUANTITY
pounds	UNIT
skinless	STATE
,	O
boneless	STATE
chicken	NAME
breast	NAME
halves	NAME
	
2	QUANTITY
eggplant	NAME
,	O
peeled	STATE
and	O
cut	STATE
into	O
1/2-inch	O
slices	O
	
2/3	QUANTITY
cup	UNIT
unsalted	STATE
butter	NAME
,	O
chilled	STATE
	
1 1/2	QUANTITY
teaspoons	UNIT
white	NAME
sugar	NAME
	
1/2	QUANTITY
cup	UNIT
milk	NAME
	
1/2	QUANTITY
cup	UNIT
butter	NAME
	
3	QUANTITY
cups	UNIT
crushed	STATE
buttery	NAME
round	NAME
crackers	NAME
,	O
or	O
as	O
needed	O
	
8	QUANTITY
pocket	NAME
bread	NAME
rounds	NAME
	
1/2	QUANTITY
cup	UNIT
butter	NAME
,	O
softened	STATE
	
1	QUANTITY
teaspoon	UNIT
Italian	NAME
seasoning	NAME
	
12	QUANTITY
-LRB-	O
6	QUANTITY
inch	UNIT
-RRB-	O
corn	NAME
tortillas	NAME
	
1/2	QUANTITY
cup	UNIT
sugar	NAME
	
1	QUANTITY
cup	UNIT
unsweetened	STATE
cocoa	NAME
powder	NAME
	
10	QUANTITY
ounces	UNIT
cooked	STATE
turkey	NAME
,	O
diced	STATE
	
2	QUANTITY
carrots	NAME
,	O
diced	STATE
	
1/2	QUANTITY
cup	UNIT
diced	STATE
red	NAME
onion	NAME
	
1/2	QUANTITY
cup	UNIT
salt	NAME
	
1	QUANTITY
-LRB-	O
14	QUANTITY
ounce	UNIT
-RRB-	O
can	UNIT
light	NAME
coconut	NAME
milk	NAME
	
1/2	QUANTITY
cup	UNIT
all-purpose	NAME
flour	NAME
	
3	QUANTITY
large	SIZE
poblano	NAME
peppers	NAME
,	O
halved	STATE
lengthwise	STATE
and	O
seeded	STATE
	
5	QUANTITY
tablespoons	UNIT
paprika	NAME
	
1	QUANTITY
teaspoon	UNIT
dried	DF
tarragon	NAME
	
2	QUANTITY
pounds	UNIT
salmon	NAME
steaks	NAME
	
2	QUANTITY
bay	NAME
leaves	NAME
	
1/2	QUANTITY
onion	NAME
,	O
diced	STATE
	
